code;Company name;Company registered name;Exhibition ID;Project name;Booth;Stand_no;Exhibition area;Exhibited products;T1;Exhibition start time;Exhibition end time;Service type;tag;T1;T2;T3;International station link;Clerk;Region;Province;City;District;Customer service;Matching pre registered buyers-tag;Matching pre registered VIP buyers-tag;Matching pre registered bill buyers-tag;Matching pre registered intended buyers-tag;Matching pre registered contacted buyers-tag;Matching pre registered buyers-T1;Matching pre registered intended buyers-T1
S18799684;Malena Makeup Accessories (Dongguan) Co., Ltd;???????????????;152683595067;2025????????????????;1;A2C213;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Cosmetic Puffs|Blush|Beauty Egg|Foundation|Lip gloss|Eye Shadow|Concealer|Lipstick|Makeup Brush Set|Makeup Sponge;Homelife;Beauty;Makeup & Tools;https://www.tradechina.com/supplier/Malena-Makeup-Accessories-Dongguan-Co-Ltd_152925057459.html;???;????;???;???;???;??;34;5;9;0;0;404;1
S18924964;DONGGUAN HONGHAO IMP. & EXP. CO.,LTD;????????????;152683595067;2025????????????????;2;C2G101;;????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Women's Pants & Trousers|Women's Bodysuits|Women's Knitwear| Women's T-Shirts|Women's Coats|Women's Suits & Blazers(old)|Women's Sets|Casual Dresses|Women's Denim|Women's Tank Tops;Textiles & Garments;Apparel & Accessories;Women's Clothing;https://www.tradechina.com/supplier/DONGGUAN-HONGHAO-IMP-EXP-CO-LTD_152986575882.html;???;????;???;???;???;???;121;4;14;0;0;849;0
S10045614;JINHUA SUNCART VEHICLE CO.,LTD;??????????;152683595067;2025????????????????;2;D1B101;Homelife;??????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Golf Trolleys;Homelife;Sports & Entertainment;Golf;https://www.tradechina.com/supplier/JINHUA-SUNCART-VEHICLE-CO-LTD_100279389340.html;??;????;???;???;???;???;;;;;;294;0
S18900724;Zhongshan Bocheng Zhuoying Textile Co., Ltd.;?????????????;152683595067;2025????????????????;2;C2J207;;??????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Garment Knitted Fabrics|Garment Polyester Cotton Fabric|Garment Composite Fabric|Garment Silk Fabric|Garment Viscose Fabric|Garment Tencel Fabric|Garment Polyester Fabric|Garment Grey Fabric|Garment Spandex Fabric|Garment Fabric;Textiles & Garments;Fabric & Textile Raw Material;Fabric;https://www.tradechina.com/supplier/Zhongshan-Bocheng-Zhuoying-Textile-Co-Ltd_152982838960.html;???;????;???;???;???;??;70;6;23;0;0;891;2
S18244912;SUZHOU SUPERVACS ELECTRIC CO.,LTD;?????????????;152683595067;2025????????????????;1;D1B218;Home Appliances;?????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Steam Cleaners|Stick Vacuums|Industrial Vacuums|Handheld Vacuums|Upright Vacuums|Canister Vacuums;Electronics & Appliances;Home Appliances;Cleaning Appliances;https://www.tradechina.com/supplier/SUZHOU-SUPERVACS-ELECTRIC-CO-LTD_152714788393.html;???;????;???;???;???;??;15;1;5;0;0;1.017;4
S18859216;Jinhua Qunying Textile Co., Ltd;????????????;152683595067;2025????????????????;2;A079;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Sleeping Bags|Kids Bath Towels|Bibs & Burp Cloths Sets|Security Blanket|Baby Pillow|Baby Washcloths & Towels|Changing Pad & Cover;Baby Children & Maternity;Maternity & Baby Products;Kid's Textile&Bedding;https://www.tradechina.com/supplier/Jinhua-Qunying-Textile-Co-Ltd_152960048151.html;???;????;???;???;???;???;4;1;2;0;0;250;1
S10011364;Nan Tong Safe Yawl import & export Co., Ltd.;???????????;152683595067;2025????????????????;1;C3N210;;??;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Vehicle Spring|Vehicles Shock Absorbers|Construction Bolts|Spring Clamps|Springs|Nails|Other Fasteners|Drywall Screws|Construction Nuts|Screw;Industrial Machinery|Building Materials;Vehicle & Transportation Parts|Fasteners & Processing Equipment|Building Hardware & Tools|Industrial Hardware & Tools;General Vehicle Components|Auto Engine Systems|Industry-specific Fasteners|Hand Tools|Hardware Fittings|Standard Fasteners;https://www.tradechina.com/supplier/Nan-Tong-Safe-Yawl-import-export-Co-Ltd_100020658338.html;??;????;???;???;???;??;26;8;15;0;0;1.130;4
S18898348;Lueding (guangzhou) Import And Export Co., Ltd.;?????????????;152683595067;2025????????????????;2;B3K210;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Galvalume Steel Coil|Steel Pipes|Prepainted Galvanized Steel Coils|Prefab House|Other Prefab houses|Corrugated Galvalume Steel Sheets|Container Houses|Galvanized Steel Coil|Activity House|Corrugated Steel Plate;Building Materials;Metals & Alloys|Construction & Real Estate;Alloy Steel|Carbon Steel|Prefabricated Buildings;https://www.tradechina.com/supplier/Lueding-guangzhou-Import-And-Export-Co-Ltd_152980723931.html;???;????;???;???;???;??;31;11;17;0;0;1.608;4
S18717604;Hangzhou ZOVEI Intellicreate Technology Co.,Ltd.;????????????;152683595067;2025????????????????;0;C3N108,C3N208;;???;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;School Chairs|Apartment Bed|Library  Furniture|Hospital Furniture|School Desks|Other School Furniture|School Sets|School Furniture|Restaurant Furniture|Office Furniture;Furniture & Decoration;Commercial Equipment;Commercial Furniture;https://www.tradechina.com/supplier/Hangzhou-ZOVEI-Intellicreate-Technology-Co-Ltd_152876525323.html;??;????;???;???;???;???;115;19;30;0;0;582;0
S18717604;Hangzhou ZOVEI Intellicreate Technology Co.,Ltd.;????????????;152683595067;2025????????????????;2;C3N108,C3N208;;?????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;School Chairs|Apartment Bed|Library  Furniture|Hospital Furniture|School Desks|Other School Furniture|School Sets|School Furniture|Restaurant Furniture|Office Furniture;Furniture & Decoration;Commercial Equipment;Commercial Furniture;https://www.tradechina.com/supplier/Hangzhou-ZOVEI-Intellicreate-Technology-Co-Ltd_152876525323.html;??;????;???;???;???;???;115;19;30;0;0;582;0
S18717604;Hangzhou ZOVEI Intellicreate Technology Co.,Ltd.;????????????;152683595067;2025????????????????;2;C3N108,C3N208;;?????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;School Chairs|Apartment Bed|Library  Furniture|Hospital Furniture|School Desks|Other School Furniture|School Sets|School Furniture|Restaurant Furniture|Office Furniture;Furniture & Decoration;Commercial Equipment;Commercial Furniture;https://www.tradechina.com/supplier/Hangzhou-ZOVEI-Intellicreate-Technology-Co-Ltd_152876525323.html;??;????;???;???;???;???;115;19;30;0;0;582;0
S10003301;Foshan Shunde Stelang Electric Appliance Co.,Ltd.;???????????????;152683595067;2025????????????????;1;D1G111;Home Appliances;??;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Coffee Makers;Electronics & Appliances;Home Appliances;Small Kitchen Appliances;https://www.tradechina.com/supplier/Foshan-Shunde-Stelang-Electric-Appliance-Co-Ltd_100000068810.html;???;????;???;???;???;??;26;3;6;0;0;1.017;4
S18008644;Huizhou Tailihong lnternational Trade Co.,Ltd;??????????????;152683595067;2025????????????????;2;C3M203;Building Materials;??;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Metal Building Materials|Hex Head Bolts|Other Fasteners|Screw|Tapping Screws|Nail;Building Materials|Industrial Machinery;Metals & Alloys|Fasteners & Processing Equipment;Alloy Steel|Standard Fasteners;https://www.tradechina.com/supplier/Huizhou-Tailihong-lnternational-Trade-Co-Ltd_152697850296.html;???;????;???;???;???;???;39;3;13;0;0;497;1
S18051844;Zhaoqing Qiangrui Aluminum Profile Products Co., Ltd;??????????????;152683595067;2025????????????????;2;C3R208;;???? ????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Furniture Doors|Wardrobes|Custom Furniture Service|Custom Door Wall Cabinet|Kitchen Cabinet Parts & Accessories|Lockers|Bedroom Furniture;Furniture & Decoration|Building Materials;Furniture|Construction & Real Estate|Commercial Equipment;Home Furniture|Bathroom & Kitchen|Warehousing & Supermarket Supplies;https://www.tradechina.com/supplier/Zhaoqing-Qiangrui-Aluminum-Profile-Products-Co-Ltd_152700129156.html;??;????;???;???;???;???;208;38;47;0;0;2.735;6
S18326416;Shenzhen Imiss Watch Co., Ltd.;???????????;152683595067;2025????????????????;2;A2F201;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Fashion Necklaces|Mechanical Watches|Silver Jewelry;Homelife;Jewelry, Eyewear, Watches & Accessories;Fashion Jewelry|Watches|Fine Jewelry;https://www.tradechina.com/supplier/Shenzhen-Imiss-Watch-Co-Ltd_152727408945.html;???;????;???;???;???;??;17;4;5;0;0;124;0
S17279296;DREAMER OVERSEA GROUP CO.,LTD;??????????????;152683595067;2025????????????????;1;D1H113;3C;??????????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???; ACDC Converters - Chassis/External Mount;New Energy;Electronic Components, Accessories & Telecommunications;Power Supplies;https://www.tradechina.com/supplier/DREAMER-OVERSEA-GROUP-CO-LTD_152653465991.html;???;????;???;???;???;???;;;;;;188;0
S18936724;Zhongshan Ti-King Metal Tech Co.,Ltd;?????????????;152683595067;2025????????????????;2;A2F112;Homelife;?????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Other Camping & Hiking Products|Cookware|Camping Gear|Drinkware|Other Sports Products;Homelife|Education;Sports & Entertainment|Sports Equipment;Camping & Hiking|Other Sports Products;https://www.tradechina.com/supplier/Zhongshan-Ti-King-Metal-Tech-Co-Ltd_152989792389.html;???;????;???;???;???;??;36;3;11;0;0;331;1
S17352004;Shenzhen Unique Scales Co., Ltd;???????????;152683595067;2025????????????????;1;D1G211;3C;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Bathroom Scales|Household Scales|Body Fat Scales|Kitchen Scales|Baby Scales;Homelife;Home & Garden;Household Scales|Home Storage & Organization;https://www.tradechina.com/supplier/Shenzhen-Unique-Scales-Co-Ltd_152657883762.html;???;????;???;???;???;??;19;5;7;0;0;1.630;2
S18977080;;????????????;152683595067;2025????????????????;1;C1F110;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S17408884;Cixi Gstar Electric Appliance Co.,Ltd ;???????????;152683595067;2025????????????????;1;D1F211;Home Appliances;????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Kitchen Blenders & Mixers|Air Fryers;Electronics & Appliances;Home Appliances;Small Kitchen Appliances;https://www.tradechina.com/supplier/Cixi-Gstar-Electric-Appliance-Co-Ltd_152661417526.html;??;????;???;???;???;??;37;8;8;0;0;1.017;4
S17995684;Guangzhou Hairspower Technologies Co., Ltd.;???????????;152683595067;2025????????????????;2;D1D104;Home Appliances;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Hair Trimmer|Electric Shavers|Epilator|Hair Care|Razor Blade|Razor|Hair Dryer;Electronics & Appliances|Homelife;Beauty Appliances|Personal Care & Household Cleaning;Personal Care & Beauty Appliances|Hair Care & Styling|Men's Grooming;https://www.tradechina.com/supplier/Guangzhou-Hairspower-Technologies-Co-Ltd_152697337348.html;???;????;???;???;???;???;21;3;7;0;0;418;1
S18002164;Winer Power Co., LTD.;??????????;152683595067;2025????????????????;2;;Industrial Machinery;??;Industrial Machinery;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Household Energy Storage Battery|Photovoltaic Cell|Battery Management Systems (BMS)|Uninterruptible Power Supplies (UPS)|Industrial Power Supplies|Telecom Power|Outdoor Energy Storage|Off-Grid Energy Storage System|Energy Storage Battery|Solar Cells;New Energy;Renewable Energy|Electrical Equipment & Supplies|Electronic Components, Accessories & Telecommunications;Energy Storage System|Solar Energy Products|Batteries|Electrical Equipment Power Supplies|Telecommunications;https://www.tradechina.com/supplier/Winer-Power-Co-LTD_152697526500.html;???;????;???;???;????;??;95;12;41;0;0;575;2
S16306324;Shenzhen Anjia Information Technology Co., Ltd;?????????????;152683595067;2025????????????????;2;D1G204;3C;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;CCTV Camera Housing|CCTV DVR|CCTV Lenses|Baby Monitors|Smart Home Kits & Systems|CCTV Monitor|CCTV Lens|Surveillance & IP Cameras;Electronics & Appliances|Furniture & Decoration;Home Appliances|Security|Consumer Electronics;Smart Home Appliances|Surveillance Products|Smart Electronics|Camera, Photo & Accessories;https://www.tradechina.com/supplier/Shenzhen-Anjia-Information-Technology-Co-Ltd_152593771087.html;???;????;???;???;???;??;123;25;44;0;0;1.586;4
S17479696;Guangdong Hongren Daxin Textile Co., LTD;?????????????;152683595067;2025????????????????;2;C2I203;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Garment Knitted Fabrics;Textiles & Garments;Fabric & Textile Raw Material;Fabric;https://www.tradechina.com/supplier/Guangdong-Hongren-Daxin-Textile-Co-LTD_152664059373.html;???;????;???;???;???;???;13;2;5;0;0;891;2
S18804004;Guangzhou AOQUN New Materials Co., Ltd.;???????????;152683595067;2025????????????????;2;A2D101;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Mascara Brushes|Interdental Brushes|Pet Bath Brush|Toothbrush|hairbrush|Bottle Brush|Shoe Brushes|Makeup Brush Set|Bath Brushes, Sponges & Scrubbers|Cleaning Brushes;Homelife|Pet|Baby Children & Maternity|Textiles & Garments;Beauty|Personal Care & Household Cleaning|Pet Supplies & Pet|Maternity & Baby Products|Shoes & Accessories|Home & Garden;Eyelash Beauty & Tools|Oral Care|Pet Cleaning And Care|Bath Supplies|Baby Products|Shoe Care & Services|Makeup & Tools|Household Cleaning Tools & Accessories;https://www.tradechina.com/supplier/Guangzhou-AOQUN-New-Materials-Co-Ltd_152925728436.html;??;????;???;???;???;??;29;3;10;0;0;2.567;5
S18448324;Heshan Yushun Umbrella Co., Ltd.;???????????;152683595067;2025????????????????;2;C3A089;;??;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Beach Tent|Car Rooftop Tent|Tent Accessories|Trade Show Tents|Advertising Tent;Homelife;Sports & Entertainment|Gifts & Crafts;Camping & Hiking|Flags, Banners & Display Accessories;https://www.tradechina.com/supplier/Heshan-Yushun-Umbrella-Co-Ltd_152769995498.html;???;????;???;???;???;???;4;0;2;0;0;483;1
S17328964;FOSHAN JINFEITE IMPORT AND EXPORT CO., LTD;?????????????;152683595067;2025????????????????;2;B3H108;Building Materials;??;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Ceramic Sheet|Sintered Stone|Wood Grain Brick|Ceramics|Terrazzo|Bricks|Luxury Stone;Building Materials|Other;Construction & Real Estate|Chemicals;Stone|Tiles & Accessories|Inorganic Chemicals|Masonry Materials;https://www.tradechina.com/supplier/FOSHAN-JINFEITE-IMPORT-AND-EXPORT-CO-LTD_152656591481.html;???;????;???;???;???;??;41;5;11;0;0;1.694;4
S17989684;Zhejiang Wangli Teaching Equipment Co., Ltd.;????????????;152683595067;2025????????????????;3;C3O208;;?????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;School Chairs|Plastic Chair|Metal Beds|Laboratory Furniture|Dorm Bed|School Desks|Office Chairs;Furniture & Decoration;Commercial Equipment|Furniture;Commercial Furniture|Home Furniture;https://www.tradechina.com/supplier/Zhejiang-Wangli-Teaching-Equipment-Co-Ltd_152697147876.html;???;????;???;???;???;??;85;17;36;0;0;1.440;3
S18909844;NINGBO ROYALUNION CO., LTD;????????????;152683595067;2025????????????????;1;A2G205,A2G206;Homelife;??????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Disposable Cutlery|Other Paper Packaging|Paper Cups|Disposable lunch box|Disposable Dinnerware & Tableware|Paper Plates & Bowls|Paper Boxes|Paper Straw|Paper Bags|Disposable Cups;Homelife;Home & Garden|Packaging Supplies;Dinnerware, Coffee & Wine|Paper Packaging;https://www.tradechina.com/supplier/NINGBO-ROYALUNION-CO-LTD_152984127339.html;???;????;???;???;???;??;68;9;12;0;0;1.908;3
S18909844;NINGBO ROYALUNION CO., LTD;????????????;152683595067;2025????????????????;1;A2G205,A2G206;Homelife;??????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Disposable Cutlery|Other Paper Packaging|Paper Cups|Disposable lunch box|Disposable Dinnerware & Tableware|Paper Plates & Bowls|Paper Boxes|Paper Straw|Paper Bags|Disposable Cups;Homelife;Home & Garden|Packaging Supplies;Dinnerware, Coffee & Wine|Paper Packaging;https://www.tradechina.com/supplier/NINGBO-ROYALUNION-CO-LTD_152984127339.html;???;????;???;???;???;??;68;9;12;0;0;1.908;3
S18441868;Huajian (Guangdong) Metal Products Co., Ltd.;??????????????;152683595067;2025????????????????;1;B3K103;Building Materials;??;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Tapping Screws|Nails|Pneumatic Staplers|Drywall Screws|Wood Screws;Industrial Machinery|Building Materials;Fasteners & Processing Equipment|Building Hardware & Tools;Standard Fasteners|Pneumatic Tools;https://www.tradechina.com/supplier/Huajian-Guangdong-Metal-Products-Co-Ltd_152767199962.html;???;????;???;???;???;???;2;0;0;0;0;321;0
S17868976;NO.3,YONGXING RD2, CHENGDONG STREET,YUEQING CITY,ZHEJIANG PROVINCE,CHINA;????????????;152683595067;2025????????????????;1;D1G213;3C;??;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Keystone Jack;Electronics & Appliances;Consumer Electronics;Smart Electronics;https://www.tradechina.com/supplier/NO-3-YONGXING-RD2-CHENGDONG-STREET-YUEQING-CITY-ZHEJIANG-PROVINCE-CHINA_152693524747.html;??;????;???;???;???;???;2;1;1;0;0;532;2
S17613844;FOSHAN PINDAO FURNITURE ;???????????;152683595067;2025????????????????;2;C3A070;;???;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Mesh Chair;Furniture & Decoration;Commercial Equipment;Commercial Furniture;https://www.tradechina.com/supplier/FOSHAN-PINDAO-FURNITURE_152673546196.html;???;????;???;???;???;??;9;2;2;0;0;582;0
S18357616;Huizhou Oppen Electronic Technology Co., LTD;????????????;152683595067;2025????????????????;2;D2H108,D2H208;;??;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Professional Speakers;Pro AV & Light & Music;Audio Equipment & Musical Instruments;Audio Systems;https://www.tradechina.com/supplier/Huizhou-Oppen-Electronic-Technology-Co-LTD_152743396800.html;??1;????;???;???;???;??;168;7;25;0;0;1.686;0
S18357616;Huizhou Oppen Electronic Technology Co., LTD;????????????;152683595067;2025????????????????;2;D2H108,D2H208;;??;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Professional Speakers;Pro AV & Light & Music;Audio Equipment & Musical Instruments;Audio Systems;https://www.tradechina.com/supplier/Huizhou-Oppen-Electronic-Technology-Co-LTD_152743396800.html;??1;????;???;???;???;??;168;7;25;0;0;1.686;0
S16062736;Foshan Haode Refrigeration Equipment Co., Ltd;?????????????;152683595067;2025????????????????;2;D1F106;Home Appliances;????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Display Freezers & Fridges|Commercial Refrigerator|Refrigeration Equipment|Ice Machines|Industrial Freezer|Cargo & Storage Equipment|Freezers;Electronics & Appliances|Industrial Machinery|Furniture & Decoration;Home Appliances|Commercial Equipment & Machinery|Commercial Equipment|Compressors, Refrigeration & Heating Equipment|Logistics Technology & Transportation Systems;Refrigerators & Freezers|Hotel & Catering Equipment|Warehousing & Supermarket Supplies|Refrigeration Equipment|Mechanical Handling Equipment;https://www.tradechina.com/supplier/Foshan-Haode-Refrigeration-Equipment-Co-Ltd_152580848896.html;???;????;???;???;???;??;56;10;20;0;0;2.299;6
S16432576;Yongkang Ruida Daily Products Factory;??????????;152683595067;2025????????????????;;;;;;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Mugs|Pet Bowl| Glass Water Bottles & Insulated Tumblers;Homelife|Pet;Home & Garden|Pet Supplies & Pet;Drinkware & Accessories|Pet Tableware|Dinnerware, Coffee & Wine;https://www.tradechina.com/supplier/Yongkang-Ruida-Daily-Products-Factory_152597530200.html;??;????;???;???;???;???;45;7;6;0;0;1.723;2
